Name,Address1,Address2,Area
Buffett 79,10 Moore Street,,Dublin 1
Bord Gais Energy Theatre - Circle Club,Grand Canal Square,Docklands,Dublin 2
Arancino,32 Aungier Street,,Dublin 2
The Vaults,4 Hatch Street,,Dubln 2
Pizza Dog,36 Wexford St,,Dublin 2
Third Space,Unit 14 Block A Smithfield Market,,Dublin 7
Subway HSQ,"Unit 9, Heuston South Quarter",,Dublin 8
Catherines Bakery,17 Meath Street,,Dublin 8
Sandwich Symphony,26 Dawson Street,,Dublin 2
Burritos & Blues,28 South Anne Street,,Dublin 2
CDVEC Youthreach,7 Upper Sherrard Street,,Dublin 1
Paris Bakery and Pastry,18 Moore Street,,Dublin 1
The Headline Bar,55-56 Clanbrassil Street,,Dublin 8
Poliskey Sklep,Earl Street North,,Dublin 1
Cherry Orchard Community Childcare Services Ltd,Croftwood Crescent,Ballyfermot,Dublin 10
Kestrel Inn,Walkinstown Cross,,Dublin 12
Clyde Court Hotel,Landsdowne Road,,Dublin 4
Ballsbridge Hotel,Pembroke Road,Ballsbridge,Dublin 4
Texaco (Newtown) Service Station,Malahide Road,Coolock,Dublin 17
Fredo,19 Montague Street,,Dublin 2
The Bistro,30 Lower Clanbrassil Street,,Dublin 8
Keshk Café Restaurant,71 Mespil Road,,Dublin 4
The Bagel Bar,18 Lower Liffey Street,,Dublin 1
Coopers Café,Bow Street,,Dublin 8
Mother Redacaps Mall,Unit 95 Malahide Raod Industrial Park,Coolock,Dublin 17
Dux & CO,51 Wellington Quay,,Dublin 2
HSQ Café,Unit 3 The Dargan,Heuston South Quarter,Dublin 8
Centra Clongriffin,52 main street,Clongriffin,Dublin 13
Café Wine Acorn Bistro,124 Emmet Road,Inchicore,Dublin 8
Lafayette,22-24 Westmoreland Street,,Dublin 2
Gala,18 Holles Street,,Dublin 2
Spar Dorset Street,1 Lower Dorset Street,,Dublin 1
The Noodle House,32 Wexford Street,,Dublin 2
Cinnamon,83-87 Ranelagh,,Dublin 6
Violets,80 Lower Dorset Street,,Dublin 1
East Takeout Hub Café,Unit 5 Brabazon Hall,Ardee St,Dublin 8
Indigo,"Clontarf Court Hotel, Clontarf Road",225 Clontarf Road,Dublin 3
Arthurs,28 Thomas Street,,Dublin 8
New Star Chinese Restaurant,123 Capel Street,,Dublin 1
Kay's Real Chefs Real Food,"1st Floor, Clare Hall S.C.",Malahide Road,Dublin 17
Gallery Entertainment,76 Fitzwilliam Lane,,Dublin 2
Buenos Aires Grill,Unit 2 Castleway,Golden Lane,Dublin 8
Parnell Heritage Pub,72/74 Parnell Street,,Dublin 1
The Good Food Kitchen,16 Gordon Street,,Dublin 4
Café Azteca,19-22 Lord Edward Street,,Dublin 2
La Nea Marin,101 Upper Dorset Street,,Dublin 1
Four Star Pizza,112 Ranelagh Village,Ranelagh,Dublin 6
Borlottie,Unit 4A Excise Walk,IFSC,Dublin 1
Fusion,"Unit 2, 1 Agnes Road",Crumlin,Dublin 12
Bite,29 South Frederick Street,,Dublin 2
Seven Social,76 Benburb Street,,Dublin 7
Beresford Hotel IFSC,Store Street,,Dublin 1
Phoenix Park Hotel,38-39 Parkgate Street,,Dublin 8
Avalon House,55 Aungier Street,,Dublin 2
Macari's Food Fare,25 Ashtown Grove,Navan Road,Dublin 7
Brioche,65 Aungier Street,,Dublin 2
Rio Brazilian Grill,Unti 16 Epicurean Foodhall,Lower Liffey Street,Dublin 1
Foodfare,"3 Ashgrove Mall, McKee Avenue",Finglas,Dublin 11
Odeon,Point Village,Eastwall Road,Dublin 1
Lolly and Cooks,"Unit P, The Liffey Trust Centre",117 Sheriff Street Upper,Dublin 1
Café Tri-via,2 Lincoln Place,,Dublin 2
Bad Ass Café,9-11 Crown Alley,Temple Bar,Dublin 2
Mama's Revenge,12 Leinster Street South,,Dublin 2
Starbuck's,30-34 Westmoreland Street,,Dublin 2
Starbuck's,3 Chatham Street,,Dublin 2
The Exchequer,3-5 Exchequer Street,,Dublin 2
Star Pizza,46 Talbot Street,,Dublin 1
Musashi Noodles and Sushi Bar,15 Capel Street,,Dublin 1
Jacobs Inn,21-28 Talbot Place,,Dublin 1
Isaac's Hostel,2-5 Frenchmans lane,,Dublin 1
O'Briens Sandwich Bar,Unit 116 St Stephens Green SC,,Dublin 2
Central Bank,Iveagh Court Block D,6/8 Harcourt Road,Dublin 2
Beckett & Bull,53 Rathgar Avenue,,Dublin 6
Alladin's Café & Restaurant,129 Upper Leeson Street,,Dublin 4
BSkyB,Floor 4&5 Plaza 1 Burlington Road,,Dublin 4
Stop 2 Shop,4 Herberton Road,,Dublin 12
Metzo Bar & Restaurant,"Travelodge Hotel, Shangan Road",Ballymun,Dublin 11
Little Ass Burrito Bar,32A Dawson St,,Dublin 2
Spar,The Triangle,Ranelagh,Dublin 6
The Espresso Corner Deli,"Unit 1, Trinity Plaza",Tara Street,Dublin 2
Panda Kitchen,"Unit 3, Aldi Centre",St Margarets Road,Dublin 11
The Brew Dock,1 Amiens Street,,Dublin 1
Bake My Day,169 Drimnagh Road,,Dublin 12
Ruby Duck,48 Fleet Street,,Dublin 2
Daybreak,30 Dorset Street Lower,,Dublin 1
Whitehall Chinese Takeaway,404 Collins Ave,Whitehall,Dublin 9
Ambala,11 Upper Camden Street,,Dublin 2
Kylemore Café,"Level 1, St James Hospital",James St,Dublin 8
Wall Of Fame,Curved Street,Temple Bar,Dublin 2
Kildare Street Hotel,46-49 Kildare Street,,Dublin 2
The Bungalow,28 Elmdale Drive,Cherry Orchard,Dublin 10
Terra Madre,13a Bachelors Walk,,Dublin 1
Mittons Butchers,"Unit 30, Northside Shopping Centre",Coolock,Dublin 17
Crackbird,60 Dame St,,Dublin 2
Centra Crumlin,3-4 St Agnes Road,Crumlin,Dublin 12
Cup,15 Leinster Street South,,Dublin 2
La Belle Fontaine,85 Marlborough Street,,Dublin 1
The Bachelor Inn,31 Bachelors Walk,,Dublin 1
Gorgeous Food,Fairview,,Dublin 3
The Salvation Army,Granby Centre,9-10 Granby Row,Dublin 1
5ive Café,6 Poolbeg Street,,Dublin 2
Corfu Greek Restaurant,12 Parliament St,,Dublin 2
FX Buckley,60-62 Moore St,,Dublin 1
Cherry Orchard Equine Centre,Cherry Orchard Green,Ballyfermot,Dublin 10
Geisha Restaurant,Ashtown Village,Ashtown,Dublin 15
Canter Tandoori,9 Fairview Strand,Fairview,Dublin 3
Lincoln's Inn,19 Lincoln Place,,Dublin 2
Il Caffe Di Napoli,11-14 Fenian Street,,Dublin 2
Salt and Pepper Indian Takeaway,201 Emmet Road,Inchicore,Dublin 8
La Reserve Brasserie,53 Ranelagh Village,,Dublin 6
Mao @ Home,55 Main Street,Donnybrook,Dublin 4
Spade Enterprise Centre,North King Street,,Dublin 7
Dubh Linn Tea Rooms,Dublin Castle,,Dublin 2
The Fleet Street Hotel,19-20 Fleet Street,Temple Bar,Dublin 2
Camile,133 Rathmines Road Lower,Rathmines,Dublin 6
The 105,105 Clonskeagh Road,,Dublin 6
El Toro Bravo,27 South Richmond Street,,Dublin 2
Rokoko,East Point Business Park,Fairview,Dublin 3
Oishii Foods,Unit 1 Oxmantown Lane,Smithfield,Dublin 7
Earth Café,"Google Ireland, Gasworks",Barrow Street,Dublin 4
The Farm Restaurant,133 Upper Leeson Street,,Dublin 4
Picasso Restaurant,1 Vernon Avenue,Contarf,Dublin 3
Pauls Bistro & Wine Bar,49 Lower Dorset Street,,Dublin 1
Centra,68B Malahide Road,Marino,Dublin 3
The Leeson Inn,24 Lower Leeson Street,,Dublin 2
Bobo's Burgers Restaurant,50-51 Dame Street,,Dublin 2
Starbucks Coffee Shop,"Oracle, Block C",Eastpoint Business Park,Dublin 3
Pearse Hotel,98-107 Pearse Street,,Dublin 2
Bittersweet Café,"Unit 3, Castlegate",Lord Edward Street,Dublin 8
The Mekong,307B Swords Road,Santry,Dublin 9
Curtis Family Butchers,149 Church Road,East Wall,Dublin 3
J D 3 Stop & Shop,62 Willow Park Crescent,Glasnevin,Dublin 11
La Gondola,1-2 Bedford Row,Temple Bar,Dublin 2
Pizza Max,203B Decies Road,Ballyfermot,Dublin 10
Chopped,148 Lower Baggot Street,,Dublin 2
First Light Coffee House,Unit B The Vaults,Connolly Station,Dublin 1
Estling & Anders,59 Powerscourt Lane,Mount Street,Dublin 2
Starbucks,10-12 Westmoreland Street,,Dublin 1
Saburritos,Unit 3 Epicurean Food Hall,Lower Liffey Street,Dublin 1
Rose Garden,34 Main Street,Finglas,Dulbin 11
Malones Centra,115 Jamestown Road,Finglas,Dublin 11
Mizzoni Pizza & Pasta Company,15 Prospect Road,Glasnevin,Dublin 9
Mizzoni Pizza,121a Dorset Street,,Dublin 7
Inchicore College of Further Education,Town Hall,Ballsbridge,Dublin 4
Manifestino,10 Terenure Road East,Rathgar,Dublin 6
Arirang Restaurant,102 Parnell Street,,Dublin 1
The Bald Barista Café,"Avalon House, 55 Aungier St",,Dublin 2
Brian's Family Butchers,278 Glasnevin Avenue,,Dublin 11
Aladdin Kebabs,134 Emmet Road,Inchicore,Dublin 8
Yum Thai,13 Duke Street,,Dublin 2
O'Shea's Restaurant,23 Angelsea Street,Temple Bar,Dublin 2
Francos Fast Food,Unit 47 Ilac Centre,Mary Street,Dublin 1
Brother Hubbard,153 Capel Street,,Dublin 1
Paulies Pizza,58 Grand Canal Street,,Dublin 4
Sonas Café,Unit 2, Lower Liffey Street,Dublin 1
Avenue Stores,49 Botanic Avenue,,Dublin 9
Euro Take Away,50 Main Street,Finglas,Dublin 11
Proper Pizza,"Unit 9, Dunnes Shopping Centre",Cardiffsbridge Road,Dublin 11
Noitre,24A Upper Erne Street,,Dublin 2
Trinity Inn,376 Pearse Street,,Dublin 2
Al Vesuvio,73 Mespil Road,Ballsbridge,Dublin 2
Bula Café,"Unit 3, Parkwest Business Park",Park West,Dublin 12
Old County Grill,101 Old County Road,Crumlin,Dublin 12
Starbucks,Unit 23-31 Ilac Shopping Centre,,Dublin 1
Barrys Hotel,1 Great Denmark Street,,Dublin 1
The Bald Barista,17/18 Harcourt Road,,Dublin 2
The Station Café & Restaurant,26 Lower Drumcondra Road,,Dublin 9
Aungier Deli,34 Grafton Hall,Aungier St,Dublin 2
E.S.B Transmission Operations Dept.,Jamestown Road,Inchicore,Dublin 8
St Ultans Childcare Project,Cherry Orchard Avenue,Cherry Orchard,Dublin 10
The Mad Hatter Café,"Unit 2, 64-65 Prussia Street",,Dublin 7
Fusciardi's,10 Capel Street,,Dublin 1
Becky Morgans,9-11 Grand Canal Street,,Dublin 2
McCauleys Rialto House,536-538 South Circular Road,Rialto,Dublin 8
Abrakebabra,66 Dame Street,,Dublin 2
Brewbaker Café,17 South Leinster Street,,Dublin 2
Brewbaker Café,22 South Frederick Street,,Dublin 2
Ocean Bar & Restaurant,"Ground Floor, Millenium Tower",Charlotte Quay,Dublin 4
Good Gourmet Coffee,4A Richview Office Park,Clonskeagh,Dublin 14
Café Rothar,16 Fade Street,,Dublin 2
Browns Butchers,109 Old County Road,Crumlin,Dublin 12
Form Café,24 Great Strand Street,,Dublin 1
O'Brien's Sandwch Bar,Unit 3 Georges Quay,IFSC,Dublin 1
Candle Community Trust,P.O. Box 1145,Lynches Lane,Dublin 10
Daughters of Charity Service,St. Vincents Centre,Navan Road,Dublin 7
Croft Nursing Home,2 Goldenbridge Walk,Inchicore,Dublin 8
Mars Takeaway,63 South Richmond Street,,Dublin 2
Erkan Kebab,58 Parnell Street Mall S. C.,,Dublin 1
Harmanstown Youthreach,142 Harmanstown Road,Artane,Dublin 5
Café en Seine,39-40 Dawson Street,,Dublin 2
Tim O'Connor,31-32 Lr. Mount Street,,Dublin 2
Caffe Parigi,"Unit B, Liffey Trust Centre,",117-126 Upper Sherriff Street,Dublin 1
Mroz,Moore Street Mall,Parnell Street,Dublin 1
Victorias Take Away,8 Lisle Road,Crumlin Village,Dublin 12
Tip Top Tavern,34 Dawson Street,,Dublin 2
Vagya Restaurant,68-70 Botanic Road,Glasnevin,Dublin 9
Eden Bar & Grill,7 South William Street,,Dublin 2
New Emperor Restaurant,18 Maypark,Malahide Road,Dublin 5
Soprano's Take-away,"Unit 3 Greendale Shopping Centre, Greendale Road",Kilbarrack,Dublin 5
Macari's Takeaway,76 Glasnevin Avenue,,Dublin 11
Abreu's Café,Unit 4 The Bookend,Essex Quay,Dublin 8
Spar,390 Collins Avenue,Whitehall,Dublin 9
The Golden Chip,108 Phibsboro Road,,Dublin 7
Tearooms,"1st Flr., Clerys Dept. Store",O'Connell Street,Dublin 1
Beshoffs,"3rd Floor, Clerys Dept Store",O'Connell Street,Dublin 1
Café Zero,Lower Ground Floor Clerys Dept Store,O'Connell Street,Dublin 1
Private Caterers,Unit H Liffey Trust Enterprise Centre,117 Sheriff Street,Dublin 1
Urban Picnic,Unit F Liffey Trust Building,Upr. Sheriff Street,Dublin 1
Isabel's,112d Lr. Baggot Street,,Dublin 2
TGI Friday,19-20 Fleet Street,Temple Bar,Dublin 2
Sabor Brasil,50 Pleasants Street,,Dublin 8
Bewleys Café,3 South Great Georges Street,,Dublin 2
Sab Inn Café,61 Bolton Street,,Dublin 1
Yami Thai  Japanese Cuisine,51 Pleasants Street,,Dublin 8
Kanoodle,322 Clontarf Road,,Dublin 3
Blu Apple,35 Upper O'Connell Street,,Dublin 1
Caffe Noto,79 Thomas Street,,Dubln 8
Flavour of Italy,Unit C4 City Link Business Park,Old Naas Road,Dublin12
O'Briens Sandwich Bar,111 Lower Baggot Street,,Dublin 2
Mr Chen Chinese Takeaway,10 Terenure Rd. West,Terenure,Dublin 6W
Washerwomen's Hill Restaurant,60 Glasnevin Hill,Glasnevin,Dublin 9
Sweet n Spice,64 Upper Dorset Street,,Dublin 1
Aussie BBQ,5 South Richmond Street,,Dublin 2
Pablo Picante,22 Temple Bar,,Dublin 2
La Boulangerie,Clanbrassil Street,,Dublin 8
Daybreak,149 Phibsboro Road,,Dublin 7
Mao at Work,11a Lower Baggot Street,,Dublin 2
The Chop House,2 Shelbourne Road,Ballsbridge,Dublin 4
Bistro Café,102 South Circular Road,,Dublin 8
Cabana Café,Old Naas Road,,Dublin 12
Tasty Grill,39 South Richmond Street,,Dublin 8
Toasted,3 College Court,Lower Kevin Street,Dublin 8
Hit the Spot,139 Lr. Rathmines Road,,Dublin 6
Merchants Arch,48-49 Wellington Quay,,Dublin 2
Suchi King,13-17 Dawson street,,Dublin 2
The Black Horse Inn,233 Tyrconnell Road,Inchicore,Dublin 8
Youth Reach,20 North Great Georges Street,,Dublin 1
North Wall Community Training Centre,St Laurence Place East,Seville Place,Dublin 1
Tony's Kitchen,58 Fassaugh Avenue,,Dublin 7
Polonez,Unit 9B Block A Smithfield,Smithfield Market,Dublin 7
Polonez,49-50 Mary Street,,Dublin 1
Polonez,Unit B Glocester Square,Railway Street,Dublin 1
Polonez,20-21 Moore Street,,Dublin 1
Papa Pizzeria,6 Parliament Street,,Dublin 2
Bonza Pies,Unit 27 Coles Lane,Ilac Centre,Dublin 1
Yan's Deli,185 Townsend Street,,Dublin 2
Little Macs,Unit 12 Georges St. Arcade,South Gt. Georges Street,Dublin 2
Sbarro,"Central Square,",Ilac Centre,Dublin 1
Saburritos,3 North Earl Street,,Dublin 1
Toki Doki,9A Lord Edward Street,,Dublin 2
Yum,87 Lower Camden Street,,Dublin 2
Forte's Take Away,84A Cork Street,,Dublin 8
McCabes Deli,"The Kiosk, Georges Quay Plaza",,Dublin 2
The Swedish Food Co,"5b Mayor Square, Lower Mayor St",IFSC,Dublin 1
94 Café,94C Lower Drumcondra Road,,Dublin 9
Crave Café,79 Aungier Street,,Dublin 2
Munchies IFSC,Unit 1 Mayor Street,,Dublin 1
Arvato Finance,The Arvato Building,East Point Business Park,Dublin 3
The Fumbally,Unit 1 Cathedral Court,,Dublin 1
Enzo's,87 Parnell Street,,Dublin 1
Morelli's,134 Thomas Street,-,Dublin 8
Tolteca,21 Suffolk Street,,Dublin 2
Apache Pizza,147 Upper Rathmines Road,,Dublin 6
Oriental Emporium,30-32 Upper Abbey Street,,Dublin 1
Fogos,6 Aungier Street,,Dublin 2
Ivy Restaurant,"Ground Floor, Clerys Dept Store",5-7 O'Connell Street,Dublin 1
Aobaba,46A Capel Street,,Dublin 1
Ely Gastro Pub,Hanover Quay,,Dublin 2
Ely Wine Bar,22 Ely Place,,Dublin 2
Ely Bar & Brasserie,Custom House Quay,IFSC,Dublin 1
Shanghai Chinese Takeaway,47 Sheriff Street Lower,,Dublin 1
Wok King,13 Wexford Street,,Dublin 2
Green Bench Café,18 Montague Street,,Dublin 2
Guatemala Café,Unit 33 Slaney Road,Dublin Industrial Estate,Dublin 11
Oceans 11,"C/o Google Ireland, Gordon House,",Barrow Street,Dublin 4
Centra Ballsbridge,"The Oval Building, 160 Shelbourne Road",,Dublin 4
Do Son Take Away,10 Lower Dorset Street,,Dublin 1
Café Sol,21 Clare St,,Dublin 2
Café Sol,134 Baggot Street,,Dublin 2
Café Sol,33 Lower Hatch St,,Dublin 2
Café Sol,1A Lincoln Place,,Dublin 2
Light House Cinema Café,Market Square,Smithfield,Dublin 7
Wuff,23 Benburb Street,,Dublin 7
Youth Reach,St John of God's Campus,"Kilmore Road, Artane",Dublin 5
Bloom Brasserie,11 Upper Baggot Street,,Dublin 4
Chief Chang's Buffet,St Stephen's Green S. C.,,Dublin 2
Dock Food Café,"Google Ireland, Google Docks",Barrow Street,Dublin 4
"Spar, Parkgate St",Parkgate Street,,Dublin 8
Batanic House,22 Botanic Road,Glasnevin,Dublin  9
The Sussex,8-9 Sussex Terrace,Upper Leeson Street,Dublin 4
Bellagio Restaurant,92 Terenure Road North,,Dublin 6
ITSA Ranelagh,Triangle,Ranelagh,Dublin 6
The Lost Society,Powerscourt Townhouse,South William Street,Dublin 2
Terrazzo Italia,2nd Floor Powerscourt Townhouse,59 South William Street,Dublin 2
O'Briens Bagel Factory,103 Lower Leeson Street,,Dublin 2
Black Apple Café,208 Harolds Cross Road,Harolds Cross,Dublin 6W
Bear,34-35 South William Street,,Dublin 2
Newland Chinese & Thai Takeaway,46 Lr. Drumcondra Road,,Dublin 9
New World Chinese Takeaway,275 Glasnevin Avenue,Glasnevin,Dublin 11
Stircrazy,63 Dame Street,,Dublin 2
Tuzo Mexican Kitchen,51B Dawson Street,,Dublin 2
New Plaza Chinese Takeaway,66 Ballybough Road,,Dublin 3
The Bridge Inn,1 St Laurence Road,Chapelizod,Dublin 20
Searsons,40-42 Upper Baggot Street,,Dublin 4
Let's Eat,"Unit EA, The Liffee Trust Enterprise Centre",117-126 Sheriff Street,Dublin 1
Peter's Pub,1 Johnson Place,,Dublin 2
Hippety's,11 Spanger's Yard,Upper Fownes Street,Dublin 2
Kathmandu Kitchen Restaurant,Ground floor 18 Dame Street,,Dublin 2
Caffe Cagliostro,6 Blooms Lane,,Dublin 1
Teaworld,Moore Street Mall,58-66 Parnell Street,Dublin 1
Falafel & Kebab,11 East Essex Street,,Dublin 1
Jo' Burger Town,4-5 Castle Market,,Dublin 2
Kitchen,3 South Anne Street,,Dublin 2
Chillout Break Café,"Unit 11, Moore Street",,Dublin 1
The House that Jack Built,69 Harolds Cross Road,,Dublin 6W
Café Italiano,7 Crow Street,Temple Bar,Dublin 1
Foleys,1 Merrion Row,,Dublin 2
Good Mood Food,4 Leeson Lane,,Dublin 2
North Wall Community Development Project,Lower Sherriff Street,,Dublin 1
Grub,"Unit 1, 84-88 South Great Georges Street",,Dublin 2
Camden Rotisserie,37 Camden Street Lower,,Dublin 2
Golden Palace,89 Swords Road,Whitehall,Dublin 9
Insomnia,Northern Cross,17 Malahide Road,Dublin 17
Cucina 2 Go,62 Talbot Street,,Dublin 1
Damson Diner,52 South William Street,,Dublin 2
The Rolling Donut,37 Aungier Street,,Dublin 2
"Spar, Ringsend",14 Thorncastle Street,,Dublin 4
Slattery's Bar,129 Capel Street,,Dublin 1
St Laurence O'Toole's Recreation Centre,Marniers Port,Off Sheriff Street,Dublin 1
Abrakebabra Temple Bar,23 Bedford Row,Temple Bar,Dublin 2
Bolands Sandwich Bar,"Unit 21, Duke Lane",,Dublin 2
Starbucks,College Green,,Dublin 2
Starbucks,Omni Shopping Centre,Santry,Dublin 9
Black Lion,207A Emmet Road,Inchicore,Dublin 8
McCabes Deli,5-6 Cardiff Lane,,Dublin 2
Pho Viet,162 Parnell Street,,Dublin 1
Axis Café,Main Street,Ballymun,Dublin 9
Starbucks,Harcourt Buildings,Harcourt Street,Dublin 2
Tesco (Cabra),Navan Road,Cabra,Dublin 7
Gala Blackhorse,"Unit 1 Dunard Corner, Blackhorse Avenue",Cabra,Dublin 7
Dublin City Food,7 St Andrew Street,,Dublin 2
Coffee 2 Go,79 Mespil Road,,Dublin 4
Peacock Green,25 Lower Leeson Street,,Dublin 2
The Rathmines Inn,82-84 Lower Rathmines Road,Rathmines,Dublin 6
Xtramart Convenience Store,Unit 2B Hyde Court,Townsend Street,Dublin 2
Salvation Army Hostel,"York House, Little Longford Street",,Dublin 2
Costa Coffee,"Unit 8, Jervis Shopping Centre",Jervis Street,Dublin 1
Bonza Pies,"3 Joyce's Walk, Tablot Street",,Dublin 1
Foodgame,10 South Lotts Road,,Dublin 4
C & T Superstore Whitehall,390 Collins Avenue,,Dublin 4
Comans of Rathgar,2-6 Terenure Road,Rathgar,Dublin 6
Starry Night Garden,"Unit 2, Kish House",Greendale Road,Dublin 5
Fade Street Social,4-7 Fade Street,,Dublin 2
Mizzoni Pizza & Pasta,"Unit 21, Edenmore Shopping Centre",Raheny,Dublin 5
Kokoro Sushi Bento,"Unit N, Liffey Trust Centre",Lower Sheriff Street,Dublin 1
Sushi King,"Unit C, Liffey Trust Centre",117/126 Upper Sherriff Street,Dublin 1
The Bakehouse Express,Unit 21 CHQ Building,IFSC,Dublin 1
Asian Foods,7 Le Fanu Shopping Centre,Le Fanu Road,Dublin 10
Spar,Hilltop Shopping Centre,Raheny,Dublin 5
Gala Dorset Street,Unit 1 Sackville Court,Upper Dorset Street,Dublin 1
Soup Stop,22 Harcourt Road,,Dublin 3
The Cat & Cage,74 Drumcondra Road,,Dublin 9
Beirut Express,69-70 Dame Street,,Dublin 2
Sweetman & Wolfe,1-2 Burgh Quay,,Dublin 1
Kairali Indian Restaurant,Butterley Business Park,Kilmore Park,Dublin 5
Da Nero's Trattoria,Seamus Ennis Road,Finglas,Dublin 11
Subway Northside,Unit 45 Northside Shopping Centre,Oscar Traynor Road,Dublin 13
Riri's Chinese Take Away,34A Parkgate Street,,Dublin 7
Wok In,6 Millennium Walkway,Jervis Street,Dublin 1
J2 Grill & Sushi,"Unit A, Campshires",North Wall Quay,Dublin 1
The Wellington Pub,1 & 1A Upper Baggot Street,,Dublin 4
Al Madina Desi Curry Restaurant,90-91 Marlborough Street,,Dublin 1
Top Rice,201 Philipsbourgh Avenue,,Dublin 3
Peppe Restaurant,31 North Brunswick Street,,Dublin 7
Regency Centra,Swords Road,Whitehall,Dublin 9
McGowans of Harolds Cross,174 Harolds Cross Road,,Dublin 6
Curry & Kebab,71 Thomas Street,,Dublin 8
Istanbul Kebab & Pizza House,18 Talbot Street,,Dublin 1
Eataly,1 Lower Pembroke St,,Dublin 2
Johnson Best Food,86A Summerhill,,Dublin 1
Eat Aly,66A Glasnevin Hill,Glasnevin,Dublin 9
Subway,55 Shelbourne Road,Ballsbridge,Dublin 4
Asador,"Unit 1, Victoria House, Haddington Road",,Dublin 4
Brasserie 7,52 Middle Abbey Street,,Dublin 1
Indie Dhaba,21-26 South Anne Street,,Dublin 2
Le Petit Café,6A St Pappin Road,Glasnevin,Dublin 9
Southern Fried Chicken,71 Dame Street,,Dublin 2
Brambles,"National Museum of Ireland, Kildare Street",,Dublin 2
The Coffee Bean,64 Mary Street,,Dublin 1
Gala,45 James Street,,Dublin 8
The Art of Coffee,"Block E, Iveagh Court, Harcourt Road",,Dublin 2
The Art of Coffee,"Unit 1, Alto Vetro, Grand Canal Dock",,Dublin 2
Brasserie 7,"The Capel Building, Mary Abbey",,Dublin 7
Lee's Charming Noodles,105 Parnell Street,,Dublin 1
Phoenix Bistro,12 Ellis Quay,,Dublin 7
Eamonn Reas,25 Parkgate Street,,Dublin 8
The Pieman Café,14a Crown Alley,,Dublin 2
La Carte,"Unit 5C Beresford House, IFSC",Custom House Square,Dublin 1
Fontana Café,21 Lower Camden Street,,Dublin 2
Rasher Behan's,1 Frenchman's Lane,Lower Gardiner Street,Dublin 1
Mama Roma,68 Dame Street,,Dublin 2
Nick's Café,Unit 3 Lyons House,50 Nore Road,Dublin 11
Panda Asian Buffet,Panda Asian Buffet,65 Dame Street,Dublin 2
Ephesus,20 Capel Street,,Dublin 1
Becky's Morgan,9-11 Grand Canal Street Lower,,Dublin 2
Spar,Capel Street,,Dublin 1
Lao Hot Pot,139 Parnell Street,,Dublin 1
Griffin Londis,36 Upper O'Connell Street,,Dublin 1
The Oasis Café,Our Lady's Hospital,Crumlin,Dublin 12
777 Café,"Unit 7,",777 South Gt. Georges Street,Dublin 2
Coláiste Dhúlaigh,Briarfield Villas,Kilbarrack,Dublin 5
Pen Tower,418 South Circular Road,,Dublin 8
Costa Coffee,"Unit 219, Omni Park Shopping Centre",Santry,Dublin 9
Luigi's,116 Ranelagh Village,,Dublin 6
The Marker Hotel,Grand Canal Square,,Dublin 2
McDonalds Restaurant,Kylemor Road/Naas Road,,Dublin 12
Morrison Hotel,Ormond Quay,,Dublin 1
Murrays Bar & Lounge,1-3 Bow Bridge,Kilmainham,Dublin 8
Food Inn,365 Ballyfermot Road,,Dublin 10
Bank of Ireland,2 Burlington Plaza,Burlington Road,Dublin 4
L. Mulligan Grocer,18 Stoneybatter,,Dublin 7
Mama's Revenge,80B Thomas Street,,Dublin 8
Tuk Asian Street Food,16 Fairview,,Dublin 3
Mochaland Café,20 Lower Ormond Quay,,Dublin 1
Superquinn Northside SC,Northside Shopping Centre,Coolock,Dublin 17
Mann O Salwa,19 Prospect Road,Glasnevin,Dublin 9
Bennys Chicken,65 Upper Dorset St,,Dublin 1
Rock Lobster,22-24 Donnybrook Road,,Dubin 4
Halfway House,Walkinstown Road,Walkinstown,Dublin 12
Peperina Garden Bistro,25 Dunville Ave,Ranelagh,Dublin 6
Centra,4-6 North King Street,,Dublin 7
O'Briens Sandwich Bar,16 Harcourt Road,,Dublin 2
Max Coffee House,56 Lower O'Connell Street,,Dublin 1
Mr Wu,4 St Laurence Road,Chapelizod,Dublin 20
Ruposhi Indian Restaurant,"Basement Unit, 1 Whitworth Road",Drumcondra,Dublin 9
Lugis Take Away,9 North Strand Road,,Dublin 1
Subway,140 Phisborough Road,,Dublin 7
Konos,Unit 20 Epicurean Food Hall,Lower Liffey Street,Dublin 1
Daybreak,1-2 Eden Quay,,Dublin 1
Generator Hostel,Smithfield Square,,Dublin 7
Sawadee Thai Restaurant,94 Terenure Road East,Terenure,Dublin 6
Abrakebabra,20 Hacourt Road,,Dublin 2
Keyif Kebab,1B Blessington Street,,Dublin 7
Viva,27 South Richmond Street,,Dublin 2
SN Chinese Restaurant,106 Parnell Street,,Dublin 1
Jelly Bean Café,Our Ladies Childrens Hospital,Crumlin,Dubin 12
Roma Takeaway,82 Upper Drumcondra Road,Drumcondra,Dublin 9
Las Tapas de Lola,12 Wexford Street,,Dublin 2
Boyers Restaurant (Capitol Foods),Boyers Department Store,19-22 North Earl Street,Dublin 1
Eurospar Northern Cross,Unit 5 Northern Cross,Malahide Road,Dublin 17
Walter Mitty Coffee Project,62-63 Dawson Street,,Dublin 2
Hatch & Sons,15 St. Stephens Green,,Dublin 2
The Phoenix Care Centre,Grangegorman,North Circular Road,Dublin 7
Brownes Brasserie,7 Sandymount Green,Sandymount,Dublin 4
